Year,Model,Predicted,Actual,RMSE
2017,Exponential Smoothing,612.1492530851881,557,55.14925308518809
2017,Prophet,302.3119314688634,557,254.6880685311366
2018,Naïve Forecast,557.0,595,38.0
2018,Linear Regression,369.7189542483684,595,225.2810457516316
2018,"ARIMA(1,1,1)",583.2362990606048,595,11.763700939395221
2018,Exponential Smoothing,583.739985902184,595,11.260014097815997
2018,Prophet,369.55165188832717,595,225.44834811167283
2019,Naïve Forecast,595.0,688,93.0
2019,Linear Regression,432.43859649122896,688,255.56140350877104
2019,"ARIMA(1,1,1)",572.0596141805662,688,115.9403858194338
2019,Exponential Smoothing,623.1338572969136,688,64.86614270308644
2019,Prophet,432.00440017076744,688,255.99559982923256
2020,Naïve Forecast,688.0,336,352.0
2020,Linear Regression,502.40000000000146,336,166.40000000000146
2020,"ARIMA(1,1,1)",701.1683239545058,336,365.1683239545058
2020,Exponential Smoothing,718.0543765299519,336,382.0543765299519
2020,Prophet,502.0524867123145,336,166.05248671231448
2021,Naïve Forecast,336.0,500,164.0
2021,Linear Regression,493.2047619047589,500,6.795238095241075
2021,"ARIMA(1,1,1)",324.27099096046885,500,175.72900903953115
2021,Exponential Smoothing,368.841722262773,500,131.15827773722702
2021,Prophet,492.9061220102502,500,7.093877989749785
2022,Naïve Forecast,500.0,511,11.0
2022,Linear Regression,514.7792207792227,511,3.779220779222669
2022,"ARIMA(1,1,1)",485.4575313044893,511,25.542468695510706
2022,Exponential Smoothing,491.6717230145442,511,19.328276985455773
2022,Prophet,513.0642429343152,511,2.064242934315189
2023,Naïve Forecast,511.0,567,56.0
2023,Linear Regression,534.5415019762877,567,32.45849802371231
2023,"ARIMA(1,1,1)",505.0088365814128,567,61.99116341858718
2023,Exponential Smoothing,526.2553637803952,567,40.744636219604786
2023,Prophet,536.0121013345241,567,30.987898665475882
2024,Naïve Forecast,567.0,584,17.0
2024,Linear Regression,560.3297101449207,584,23.670289855079318
2024,"ARIMA(1,1,1)",552.8672640017626,584,31.132735998237422
2024,Exponential Smoothing,566.7208742839945,584,17.279125716005524
2024,Prophet,560.399059500329,584,23.60094049967097
