Year,Model,Predicted,Actual,RMSE
2017,Prophet,783.9163449764839,725,58.916344976483856
2018,Naïve Forecast,725.0,741,16.0
2018,Linear Regression,823.8300653594924,741,82.83006535949244
2018,"ARIMA(1,1,1)",750.1381122160357,741,9.138112216035665
2018,Exponential Smoothing,776.3862417676577,741,35.38624176765768
2018,Prophet,823.2827221231204,741,82.28272212312038
2019,Naïve Forecast,741.0,705,36.0
2019,Linear Regression,859.1228070175421,705,154.12280701754207
2019,"ARIMA(1,1,1)",765.9903864862839,705,60.99038648628391
2019,Exponential Smoothing,792.1944070734348,705,87.19440707343483
2019,Prophet,858.8257660042517,705,153.8257660042517
2020,Naïve Forecast,705.0,542,163.0
2020,Linear Regression,879.7210526315757,542,337.72105263157573
2020,"ARIMA(1,1,1)",725.552962169115,542,183.55296216911495
2020,Exponential Smoothing,765.697002557414,542,223.69700255741395
2020,Prophet,879.5902773167197,542,337.5902773167197
2021,Naïve Forecast,542.0,743,201.0
2021,Linear Regression,864.6142857142695,743,121.6142857142695
2021,"ARIMA(1,1,1)",534.8287820190397,743,208.17121798096025
2021,Exponential Smoothing,606.4805458831942,743,136.51945411680583
2021,Prophet,864.3350850098099,743,121.33508500980986
2022,Naïve Forecast,743.0,726,17.0
2022,Linear Regression,887.337662337668,726,161.337662337668
2022,"ARIMA(1,1,1)",749.0841320146151,726,23.08413201461508
2022,Exponential Smoothing,755.0007535030754,726,29.00075350307543
2022,Prophet,885.7933365976319,726,159.79333659763188
2023,Naïve Forecast,726.0,782,56.0
2023,Linear Regression,902.6719367588958,782,120.67193675889575
2023,"ARIMA(1,1,1)",719.4465395562537,782,62.5534604437463
2023,Exponential Smoothing,769.8923711665171,782,12.107628833482863
2023,Prophet,902.9324297742062,782,120.93242977420618
2024,Naïve Forecast,782.0,834,52.0
2024,Linear Regression,924.1992753623199,834,90.1992753623199
2024,"ARIMA(1,1,1)",774.5955435302063,834,59.40445646979367
2024,Exponential Smoothing,821.9389584401927,834,12.061041559807336
2024,Prophet,924.6784403537968,834,90.67844035379676
