Year,Model,Predicted,Actual,RMSE
2017,Naïve Forecast,970.0,879,91.0
2017,Linear Regression,996.470588235301,879,117.47058823530097
2017,"ARIMA(1,1,1)",1024.4090866601705,879,145.4090866601705
2017,Exponential Smoothing,996.0815713107362,879,117.0815713107362
2017,Prophet,996.4483284114684,879,117.44832841146842
2018,Naïve Forecast,879.0,876,3.0
2018,Linear Regression,1026.9346405228716,876,150.93464052287163
2018,"ARIMA(1,1,1)",922.7396131744255,876,46.73961317442547
2018,Exponential Smoothing,1026.9622355199274,876,150.9622355199274
2018,Prophet,1027.9969436407318,876,151.99694364073184
2019,Naïve Forecast,876.0,820,56.0
2019,Linear Regression,1049.666666666657,820,229.66666666665697
2019,"ARIMA(1,1,1)",916.9314933307363,820,96.93149333073632
2019,Exponential Smoothing,1049.6659931490033,820,229.66599314900327
2019,Prophet,1048.8897511840264,820,228.8897511840264
2020,Naïve Forecast,820.0,509,311.0
2020,Linear Regression,1055.857894736837,509,546.8578947368369
2020,"ARIMA(1,1,1)",837.1808142209628,509,328.1808142209628
2020,Exponential Smoothing,869.026972900611,509,360.026972900611
2020,Prophet,1055.8492242970838,509,546.8492242970838
2021,Naïve Forecast,509.0,672,163.0
2021,Linear Regression,1000.5380952380801,672,328.53809523808013
2021,"ARIMA(1,1,1)",423.35065645709284,672,248.64934354290716
2021,Exponential Smoothing,414.0332058468449,672,257.9667941531551
2021,Prophet,1000.380759115389,672,328.38075911538897
2022,Naïve Forecast,672.0,830,158.0
2022,Linear Regression,982.5454545454413,830,152.54545454544132
2022,"ARIMA(1,1,1)",670.5200252274198,830,159.47997477258025
2022,Exponential Smoothing,693.9281075690732,830,136.07189243092682
2022,Prophet,982.3552433244702,830,152.35524332447017
2023,Naïve Forecast,830.0,899,69.0
2023,Linear Regression,993.8616600790556,899,94.86166007905558
2023,"ARIMA(1,1,1)",809.6192979783605,899,89.38070202163954
2023,Exponential Smoothing,865.9864405215137,899,33.013559478486286
2023,Prophet,993.3726236347475,899,94.37262363474747
2024,Naïve Forecast,899.0,819,80.0
2024,Linear Regression,1014.2391304347839,819,195.23913043478387
2024,"ARIMA(1,1,1)",916.337150264509,819,97.33715026450898
2024,Exponential Smoothing,933.491676369739,819,114.49167636973903
2024,Prophet,1014.2921743598165,819,195.2921743598165
