Year,Model,Predicted,Actual,RMSE
2019,Linear Regression,219.31578947368325,218,1.3157894736832532
2019,"ARIMA(1,1,1)",224.37292163500493,218,6.3729216350049285
2019,Exponential Smoothing,230.58620675539566,218,12.586206755395665
2019,Prophet,219.20858133206494,218,1.208581332064938
2020,Naïve Forecast,218.0,171,47.0
2020,Linear Regression,233.53157894736796,171,62.53157894736796
2020,"ARIMA(1,1,1)",223.66284445763498,171,52.662844457634975
2020,Exponential Smoothing,231.17415448805585,171,60.17415448805585
2020,Prophet,233.55569967366537,171,62.55569967366537
2021,Naïve Forecast,171.0,267,96.0
2021,Linear Regression,236.0809523809512,267,30.919047619048797
2021,"ARIMA(1,1,1)",170.32413628708375,267,96.67586371291625
2021,Exponential Smoothing,184.56346887917547,267,82.43653112082453
2021,Prophet,235.972177033988,267,31.027822966011996
2022,Naïve Forecast,267.0,207,60.0
2022,Linear Regression,255.3506493506502,207,48.3506493506502
2022,"ARIMA(1,1,1)",252.70345711170955,207,45.703457111709554
2022,Exponential Smoothing,258.8195804705179,207,51.819580470517906
2022,Prophet,255.19595746024527,207,48.19595746024527
2023,Naïve Forecast,207.0,206,1.0
2023,Linear Regression,260.95652173913186,206,54.95652173913186
2023,"ARIMA(1,1,1)",226.20228889343466,206,20.202288893434655
2023,Exponential Smoothing,235.24321976876186,206,29.24321976876186
2023,Prophet,260.97798805208674,206,54.977988052086744
2024,Naïve Forecast,206.0,207,1.0
2024,Linear Regression,265.2862318840598,207,58.286231884059816
2024,"ARIMA(1,1,1)",205.65476403792027,207,1.3452359620797267
2024,Exponential Smoothing,224.98386949745387,207,17.983869497453867
2024,Prophet,265.270894840487,207,58.27089484048702
